FID,OBJECTID_1,OBJECTID,Shape_Leng,Notes,Station_Nu,AlbsAreaK2,ID,Station__1,Site_Name,Jurisdicti,Purpose,Cat_Area__,Latitude,Longitude,ID_1,Station__2,OID_,OBJECT_ID,STATION__3,Shape_Le_1,Shape_Area,StationID,GaugeName,RiverName,State,InsideNest,Downstr_1,Downstr_2,Downstr_3,Downstr_4,Downstr_5,WrscID,DateOpen,GaugeLat,GaugeLon,CentrLat,CentrLon,ElevMin,ElevMax,ElevMean,SlopeRange,SlopeMean,MeanP,MeanETP,AI,Irrigation,Intensive,Forest,Whpk1_Mean,Whpk2_Mean,Kspk1_Mean,Kspk2_Mean,Cal_Val
38,39,35,0.270000001000000, ,227225A,20.699999999999999,178.000000000000000,227225A,Tarra River at Fischers,VIC,HQSRS,20.699999999999999,-38.468800000000002,146.555110600000006,178.000000000000000,227225A,143,143.000000000000000,227225A,0.270000003597000,0.002131250011490,227225, Fischers,Tarra River,VIC, ,0,0,0,0,0,227225A,1968-04-24,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
39,40,37,0.345000000000000, ,229650A,23.899999999999999,185.000000000000000,229650A,Aldermans Creek at RD 32,VIC,HQSRS,23.899999999999999,-37.721400000000003,145.941249999999997,185.000000000000000,229650A,146,146.000000000000000,229650A,0.344999998950000,0.002443749975390,229650, RD 32,Aldermans Creek,VIC, ,0,0,0,0,0,229650A,2007-12-17,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
40,41,38,0.480000002000000, ,229661A,54.500000000000000,186.000000000000000,229661A,Walshes Creek at RD 1,VIC,HQSRS,54.500000000000000,-37.633800000000001,145.926799999999986,186.000000000000000,229661A,147,147.000000000000000,229661A,0.480000004797000,0.005562499999120,229661, RD 1,Walshes Creek,VIC, ,0,0,0,0,0,229661A,1979-05-16,-37.633699999999997,145.926799999999986,-37.603700000000003,145.955500000000001,392.829000000000008,1001.690000000000055,709.417000000000030,21.215800000000002,9.487800000000000,1366.322499999999991,1161.538099999999986,0.850100000000000,0.000000000000000,0.325500000000000,0.825300000000000,43.000000000000000,0.000000000000000,250.000000000000000,91.250000000000000,1
41,42,39,0.829999998000000, ,231213,152.099999999999994,188.000000000000000,231213,Lerderderg River at Sardine Creek O'brien Crossing,VIC,HQSRS,152.099999999999994,-37.496499999999997,144.361250000000013,188.000000000000000,231213,149,149.000000000000000,231213,0.829999998701000,0.015493749997900,231213, Sardine Creek O'brien Cros,Lerderderg River,VIC, ,0,0,0,0,0,231213A,1959-04-15,-37.497000000000000,144.360000000000014,-37.455500000000001,144.321799999999996,430.093999999999994,875.967999999999961,662.038999999999987,16.590100000000000,4.373200000000000,928.945299999999975,1118.913800000000037,1.204500000000000,0.000000000000000,1.567500000000000,0.751700000000000,36.976300000000002,37.642200000000003,49.706899999999997,11.762499999999999,0
42,43,40,0.950000000000000, ,401009,217.300000000000011,23.000000000000000,401009,Maragle Creek at Maragle,NSW,HQSRS,217.300000000000011,-35.926600000000001,148.100899999999996,23.000000000000000,401009,21,21.000000000000000,401009,0.950000003498000,0.021687500043700,401009, Maragle,Maragle Creek,NSW, ,0,0,0,0,0,401009,1947-12-01,-35.930000000000000,148.099999999999994,-35.867899999999999,148.207600000000014,384.819999999999993,1323.900000000000091,830.346000000000004,20.173900000000000,5.384300000000000,1048.486599999999953,1232.706899999999905,1.175700000000000,0.112400000000000,0.461000000000000,0.656400000000000,42.259200000000000,140.326999999999998,184.264000000000010,67.888000000000005,-1
43,44,41,2.670000000000000, ,401012,1257.299999999999955,24.000000000000000,401012,Murray River at Biggara,NSW,HQSRS,1257.299999999999955,-36.318800000000003,148.051947600000005,24.000000000000000,401012,22,22.000000000000000,401012,2.669999990710000,0.126687499948000,401012, Biggara,Murray River,NSW, ,0,0,0,0,0,401012,1968-02-29,-36.320700000000002,148.050700000000006,-36.636299999999999,148.095200000000006,315.625999999999976,2181.550000000000182,1063.480000000000018,35.180300000000003,10.393800000000001,1107.175400000000081,1199.210299999999961,1.083100000000000,0.141200000000000,1.525800000000000,0.648700000000000,46.811399999999999,140.441000000000003,229.502999999999986,84.783699999999996,1
44,45,42,2.840000001000000, ,401203,1518.799999999999955,192.000000000000000,401203,Mitta Mitta River at Hinnomunjie,VIC,HQSRS,1518.799999999999955,-36.947600000000001,147.607368299999990,192.000000000000000,401203,153,153.000000000000000,401203,2.839999992710000,0.153799999947000,401203, Hinnomunjie,Mitta Mitta River,VIC, ,0,0,0,0,0,401203A,1931-04-16,-36.947600000000001,147.607400000000013,-37.025399999999998,147.443800000000010,545.264000000000010,1982.650000000000091,1096.460000000000036,30.718100000000000,8.371200000000000,1269.821799999999939,1172.042200000000093,0.923000000000000,0.000000000000000,2.646100000000000,0.498200000000000,44.322400000000002,75.000000000000000,184.741000000000014,74.477599999999995,0
45,46,43,1.225000000000000, ,401210,415.699999999999989,194.000000000000000,401210,Snowy Creek at Below Granite Flat,VIC,HQSRS,415.699999999999989,-36.568500000000000,147.413454000000002,194.000000000000000,401210,155,155.000000000000000,401210,1.225000002950000,0.041912500038000,401210, Below Granite Flat,Snowy Creek,VIC, ,0,0,0,0,0,401210A,1953-03-24,-36.569000000000003,147.409999999999997,-36.677100000000003,147.411599999999993,313.519999999999982,1945.559999999999945,854.200000000000045,34.671399999999998,11.969500000000000,1354.086499999999887,1235.076900000000023,0.912100000000000,0.000000000000000,2.949200000000000,0.716200000000000,43.867199999999997,129.830000000000013,213.610999999999990,76.570999999999998,-1
46,47,44,1.270000004000000, ,401217,389.800000000000011,197.000000000000000,401217,Gibbo River at Gibbo Park,VIC,HQSRS,389.800000000000011,-36.756200000000000,147.708836100000013,197.000000000000000,401217,158,158.000000000000000,401217,1.270000006100000,0.039300000043500,401217, Gibbo Park,Gibbo River,VIC, ,0,0,0,0,0,401217A,1971-07-26,-36.756000000000000,147.710000000000008,-36.686199999999999,147.847399999999993,495.420999999999992,1751.170000000000073,1031.210000000000036,30.540500000000002,10.667700000000000,1155.550899999999956,1224.001999999999953,1.059200000000000,0.000000000000000,2.063100000000000,0.604700000000000,43.262300000000003,149.633000000000010,247.186000000000007,91.379099999999994,1
47,48,45,0.730000001000000, ,405205,105.799999999999997,213.000000000000000,405205,Murrindindi River at Murrindindi above Colwells,VIC,HQSRS,105.799999999999997,-37.413899999999998,145.563853800000004,213.000000000000000,405205,172,172.000000000000000,405205,0.730000005196000,0.010781249946800,405205, Murrindindi above Colwells,Murrindindi River,VIC, ,0,0,0,0,0,405205A,1975-06-07,-37.414000000000001,145.560000000000002,-37.486100000000000,145.574800000000010,317.564999999999998,1010.460000000000036,675.746999999999957,21.742799999999999,7.558400000000000,1323.959399999999960,1105.792999999999893,0.835200000000000,0.000000000000000,0.018900000000000,0.796900000000000,38.809500000000000,105.810000000000002,224.286000000000001,77.726200000000006,1
48,49,46,1.709999999000000, ,405209,629.399999999999977,214.000000000000000,405209,Acheron River at Taggerty,VIC,HQSRS,629.399999999999977,-37.317700000000002,145.713750000000005,214.000000000000000,405209,173,173.000000000000000,405209,1.710000001800000,0.064112500019600,405209, Taggerty,Acheron River,VIC, ,0,0,0,0,0,405209B,1973-12-12,-37.317999999999998,145.710000000000008,-37.475800000000000,145.722900000000010,208.121000000000009,1450.619999999999891,604.505999999999972,30.707200000000000,7.982400000000000,1281.037800000000061,1154.208499999999958,0.901000000000000,0.475300000000000,1.733000000000000,0.680500000000000,41.603600000000000,103.664000000000001,203.002000000000010,76.568399999999997,-1
49,50,47,1.470000000000000, ,405215,374.000000000000000,215.000000000000000,405215,Howqua River at Glen Esk,VIC,HQSRS,374.000000000000000,-37.229599999999998,146.207149799999996,215.000000000000000,405215,174,174.000000000000000,405215,1.469999996700000,0.037956250019600,405215, Glen Esk,Howqua River,VIC, ,0,0,0,0,0,405215A,1974-02-20,-37.229999999999997,146.210000000000008,-37.197099999999999,146.408999999999992,318.517999999999972,1759.329999999999927,867.138000000000034,34.874099999999999,12.369600000000000,1137.630599999999959,1141.982099999999946,1.003800000000000,0.000000000000000,0.146200000000000,0.639500000000000,49.575000000000003,146.375000000000000,201.543000000000006,88.846400000000003,1
50,51,48,1.315000000000000, ,405264,335.399999999999977,226.000000000000000,405264,Big River at D/S of Frenchman Creek Junction,VIC,HQSRS,335.399999999999977,-37.521299999999997,146.075960000000009,226.000000000000000,405264,185,185.000000000000000,405264,1.315000000250000,0.034200000011200,405264, D/S of Frenchman Creek Jun,Big River,VIC, ,0,0,0,0,0,405264A,1975-03-20,-37.520000000000003,146.080000000000013,-37.557299999999998,146.029400000000010,449.004999999999995,1434.849999999999909,822.615999999999985,26.408200000000001,9.659800000000001,1420.749399999999923,1158.502899999999954,0.815400000000000,0.000000000000000,0.244800000000000,0.809200000000000,47.214599999999997,147.893000000000001,219.269000000000005,89.867099999999994,0
51,52,49,0.534999998000000, ,408202,82.599999999999994,239.000000000000000,408202,Avoca River at Amphitheatre,VIC,HQSRS,82.599999999999994,-37.182000000000002,143.405517199999991,239.000000000000000,408202,197,197.000000000000000,408202,0.534999997851000,0.008387499970520,408202, Amphitheatre,Avoca River,VIC, ,0,0,0,0,0,408202A,1966-11-01,-37.182000000000002,143.409999999999997,-37.248899999999999,143.396700000000010,275.201000000000022,735.038000000000011,398.096000000000004,20.239300000000000,4.044400000000000,609.810200000000009,1145.905400000000100,1.879100000000000,0.000000000000000,1.323700000000000,0.591400000000000,33.125000000000000,38.125000000000000,167.812000000000012,51.468600000000002,1
52,53,50,1.675000003000000, ,410057,667.899999999999977,27.000000000000000,410057,Goobarragandra River at Lacmalac,NSW,HQSRS,667.899999999999977,-35.329099999999997,148.348450000000014,27.000000000000000,410057,24,24.000000000000000,410057,1.674999995750000,0.066287499957400,410057, Lacmalac,Goobarragandra River,NSW, ,0,0,0,0,0,410057,1957-05-24,-35.330599999999997,148.347199999999987,-35.422100000000000,148.482100000000003,297.637999999999977,1716.210000000000036,940.725000000000023,33.165900000000001,8.673800000000000,1168.935899999999947,1236.657600000000002,1.057900000000000,0.005200000000000,0.174800000000000,0.761600000000000,37.418100000000003,107.421999999999997,195.346000000000004,76.990799999999993,-1
53,54,52,0.839999998000000, ,410061,146.099999999999994,29.000000000000000,410061,Adelong Creek at Batlow Road,NSW,HQSRS,146.099999999999994,-35.331699999999998,148.069150000000008,29.000000000000000,410061,25,25.000000000000000,410061,0.839999994004000,0.014506249963200,410061, Batlow Road,Adelong Creek,NSW, ,0,0,0,0,0,410061,1947-09-11,-35.333799999999997,148.067299999999989,-35.438800000000001,148.098299999999995,346.906000000000006,999.602999999999952,638.336000000000013,20.373300000000000,5.945700000000000,1027.505599999999959,1210.571699999999964,1.178200000000000,4.732100000000000,1.363600000000000,0.620200000000000,38.901699999999998,113.552999999999997,200.513000000000005,47.239300000000000,-1
54,55,53,1.439999999000000, ,410705,508.600000000000023,4.000000000000000,410705,Molonglo River at Burbong,ACTNSW,HQSRS,508.600000000000023,-35.336700000000000,149.316249999999997,4.000000000000000,410705,3,3.000000000000000,410705,1.440000002700000,0.050506249982300,410705, Burbong,Molonglo River,ACT, ,0,0,0,0,0,410705,1929-03-14,-35.336700000000000,149.316200000000009,-35.466099999999997,149.425900000000013,675.846000000000004,1301.890000000000100,862.946000000000026,21.517499999999998,3.829400000000000,716.705199999999991,1197.776000000000067,1.671200000000000,0.000000000000000,1.641100000000000,0.440700000000000,38.062199999999997,109.000000000000000,93.511499999999998,44.874499999999998,-1
55,56,54,0.739999999000000, ,410730,130.000000000000000,1.000000000000000,410730,Cotter River at Gingera,ACT,HQSRS,130.000000000000000,-35.591700000000003,148.821249999999992,1.000000000000000,410730,0,0.000000000000000,410730,0.740000002298000,0.012937499956200,410730, Gingera,Cotter River,ACT, ,0,0,0,0,0,410730,1963-07-03,-35.591700000000003,148.821200000000005,-35.664999999999999,148.835299999999989,981.917000000000030,1874.180000000000064,1350.970000000000027,26.167000000000002,10.070100000000000,1122.871599999999944,1209.105999999999995,1.076800000000000,0.000000000000000,0.001900000000000,0.641900000000000,46.056399999999996,180.000000000000000,275.735000000000014,212.278999999999996,1
56,57,55,1.575000000000000, ,410731,671.600000000000023,2.000000000000000,410731,Gudgenby River at Tennent,ACT,HQSRS,671.600000000000023,-35.574900000000000,149.066249999999997,2.000000000000000,410731,1,1.000000000000000,410731,1.575000000450000,0.066899999988000,410731, Tennent,Gudgenby River,ACT, ,0,0,0,0,0,410731,1964-11-12,-35.574700000000000,149.068299999999994,-35.718800000000002,148.990700000000004,614.158000000000015,1738.839999999999918,1138.559999999999945,30.699000000000002,9.388400000000001,868.673400000000015,1243.774699999999939,1.431800000000000,0.001500000000000,0.131400000000000,0.528100000000000,42.988599999999998,98.026200000000003,246.677999999999997,215.861999999999995,-1
57,58,56,1.495000001000000, ,410734,563.700000000000045,3.000000000000000,410734,Queanbeyan River at Tinderry,ACT,HQSRS,563.700000000000045,-35.613799999999998,149.349818599999992,3.000000000000000,410734,2,2.000000000000000,410734,1.494999995750000,0.056174999943400,410734, Tinderry,Queanbeyan River,ACT, ,0,0,0,0,0,410734,1966-08-02,-35.613799999999998,149.349799999999988,-35.764200000000002,149.417100000000005,786.375000000000000,1539.289999999999964,1088.099999999999909,24.701899999999998,5.101100000000000,797.224199999999996,1178.210100000000011,1.477900000000000,0.000000000000000,0.456400000000000,0.582400000000000,46.265700000000002,113.000000000000000,163.235000000000014,107.805000000000007,1
58,59,57,6.285000001000000, ,410761,5158.300000000000182,5.000000000000000,410761,Murrumbidgee River below Lobbs Hole Creek,ACTNSW,HQSRS,5158.300000000000182,-35.539900000000003,149.101249999999993,5.000000000000000,410761,4,4.000000000000000,410761,6.284999983660000,0.515818749949000,410761, ,Murrumbidgee River belo,ACT, ,0,0,0,0,0,410761,1974-11-12,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
59,60,58,3.619999997000000, ,412028,2630.699999999999818,31.000000000000000,412028,Abercrombie River at Abercrombie,NSW,HQSRS,2630.699999999999818,-33.954799999999999,149.325199999999995,31.000000000000000,412028,26,26.000000000000000,412028,3.620000000500000,0.257074999983000,412028, Abercrombie,Abercrombie River,NSW, ,0,0,0,0,0,412028,1930-12-08,-33.960000000000001,149.319999999999993,-34.119500000000002,149.632599999999996,419.343999999999994,1317.160000000000082,868.628000000000043,22.473299999999998,4.137000000000000,758.704299999999989,1249.168699999999944,1.646500000000000,0.027600000000000,0.419500000000000,0.505700000000000,45.601799999999997,79.042800000000000,139.846000000000004,41.180300000000003,0
60,61,59,2.635000001000000, ,412066,1629.700000000000045,33.000000000000000,412066,Abercrombie River at Hadley No.2,NSW,HQSRS,1629.700000000000045,-34.112800000000000,149.597800000000007,33.000000000000000,412066,28,28.000000000000000,412066,2.635000008040000,0.159425000011000,412066, Hadley No.2,Abercrombie River,NSW, ,0,0,0,0,0,412066,1960-06-22,-34.119999999999997,149.599999999999994,-34.210200000000000,149.715100000000007,546.577999999999975,1317.160000000000082,895.910999999999945,20.759100000000000,3.783800000000000,770.689799999999991,1237.570999999999913,1.605800000000000,0.011700000000000,0.444100000000000,0.500300000000000,47.243000000000002,85.438900000000004,152.276999999999987,42.804900000000004,-1
61,62,60,5.185000002000000, ,419005,2532.400000000000091,38.000000000000000,419005,Namoi River at North Cuerindi,NSW,HQSRS,2532.400000000000091,-30.678500000000000,150.778499299999993,38.000000000000000,419005,33,33.000000000000000,419005,5.185000011940000,0.238831250033000,419005, North Cuerindi,Namoi River,NSW, ,0,0,0,0,0,419005,1915-12-10,-30.680000000000000,150.780000000000001,-30.862700000000000,151.223899999999986,376.370999999999981,1461.410000000000082,922.413999999999987,23.696500000000000,3.834500000000000,807.482700000000023,1360.534799999999905,1.684900000000000,0.021500000000000,0.572400000000000,0.523700000000000,54.733800000000002,59.223199999999999,151.669000000000011,30.672200000000000,-1
62,63,63,0.495000001000000, ,422306A,82.599999999999994,111.000000000000000,422306A,Swan Creek at Swanfels,QLD,HQSRS,82.599999999999994,-28.164300000000001,152.283167499999990,111.000000000000000,422306A,90,90.000000000000000,422306A,0.495000001349000,0.007587499999130,422306, Swanfels,Swan Creek,QLD, ,0,0,0,0,0,422306A,1919-06-01,-28.164700000000000,152.283500000000004,-28.144400000000001,152.354600000000005,528.049999999999955,1248.930000000000064,763.191000000000031,24.703299999999999,8.918100000000001,1013.189300000000003,1473.302500000000009,1.454100000000000,0.000000000000000,0.874500000000000,0.551200000000000,25.015200000000000,104.545000000000002,104.192999999999998,41.663800000000002,-1
63,64,64,0.764999999000000, ,422313B,153.099999999999994,112.000000000000000,422313B,Emu Creek at Emu Vale,QLD,HQSRS,153.099999999999994,-28.228300000000001,152.226666499999993,112.000000000000000,422313B,91,91.000000000000000,422313B,0.765000000450000,0.014074999964600,422313, Emu Vale,Emu Creek,QLD, ,0,0,0,0,0,422313B,1972-10-01,-28.228899999999999,152.227200000000011,-28.208800000000000,152.352300000000014,491.108999999999980,1380.440000000000055,772.254000000000019,30.371099999999998,9.442600000000001,1002.180899999999951,1467.554100000000062,1.464400000000000,4.515000000000000,0.950000000000000,0.527600000000000,26.816099999999999,130.000000000000000,103.572999999999993,37.978000000000002,1
64,65,65,1.150000000000000, ,422319B,255.500000000000000,113.000000000000000,422319B,Dalrymple Creek at Allora,QLD,HQSRS,255.500000000000000,-28.036300000000001,152.014255999999989,113.000000000000000,422319B,92,92.000000000000000,422319B,1.149999995900000,0.023443749983600,422319, Allora,Dalrymple Creek,QLD, ,0,0,0,0,0,422319B,1968-10-01,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
65,66,66,1.614999997000000, ,422334A,648.100000000000023,115.000000000000000,422334A,Kings Creek at Aides Bridge,QLD,HQSRS,648.100000000000023,-27.926300000000001,151.862433299999992,115.000000000000000,422334A,94,94.000000000000000,422334A,1.614999998750000,0.059393750029500,422334, Aides Bridge,Kings Creek,QLD, ,0,0,0,0,0,422334A,1969-04-16,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
66,67,68,1.335000000000000, ,315450,309.600000000000023,153.000000000000000,315450,Forth River at U/S Lemonthyme,TAS,HQSRS,309.600000000000023,-41.611699999999999,146.131249999999994,153.000000000000000,315450,120,120.000000000000000,450,1.334999999850000,0.033499999985300,315450, U/S Lemonthyme,Forth River,TAS, ,0,0,0,0,0,450,1962-12-12,-41.611899999999999,146.131599999999992,-41.733499999999999,146.044900000000013,254.512000000000000,1558.039999999999964,821.312000000000012,36.312300000000000,12.434400000000000,2185.699700000000121,968.197700000000054,0.443000000000000,0.000000000000000,0.000000000000000,0.489800000000000,64.145499999999998,112.462999999999994,200.055000000000007,66.727599999999995,-1
67,68,69,2.245000000000000, ,307473,698.600000000000023,154.000000000000000,307473,Davey River at D/S Crossing Rv,TAS,HQSRS,698.600000000000023,-43.141300000000001,145.949999999999989,154.000000000000000,307473,121,121.000000000000000,473,2.245000005950000,0.077168749931700,307473, D/S Crossing Rv,Davey River,TAS, ,0,0,0,0,0,473,1964-02-26,-43.141300000000001,145.949500000000000,-43.038699999999999,146.036900000000003,15.990100000000000,1116.920000000000073,288.778000000000020,38.576700000000002,9.514699999999999,2175.625000000000000,905.881200000000035,0.416400000000000,0.000000000000000,0.000000000000000,0.319400000000000,62.000000000000000,83.000000000000000,225.000000000000000,101.250000000000000,1
68,69,70,0.889999999000000, ,304497,174.000000000000000,155.000000000000000,304497,Nive River at Gowan Brae,TAS,HQSRS,174.000000000000000,-42.031300000000002,146.419605999999987,155.000000000000000,304497,122,122.000000000000000,497,0.890000001998000,0.018900000086600,304497, Gowan Brae,Nive River,TAS, ,0,0,0,0,0,497,1964-05-06,-41.888300000000001,146.418299999999988,-41.980200000000004,146.295299999999997,803.177000000000021,1307.089999999999918,1050.049999999999955,13.324700000000000,3.026900000000000,1811.825900000000047,993.401200000000017,0.548300000000000,0.000000000000000,0.000000000000000,0.291900000000000,69.899299999999997,156.888000000000005,170.812000000000012,99.915999999999997,-1
69,70,71,0.910000000000000, ,304499,210.199999999999989,156.000000000000000,304499,Tyenna River at Newbury,TAS,HQSRS,210.199999999999989,-42.707000000000001,146.710548200000005,156.000000000000000,304499,123,123.000000000000000,499,0.910000000700000,0.023112499964300,304499, Newbury,Tyenna River,TAS, ,0,0,0,0,0,499,1964-05-19,-42.708300000000001,146.708300000000008,-42.740000000000002,146.585900000000009,174.555000000000007,1364.730000000000018,548.904999999999973,30.323599999999999,9.789000000000000,1387.827900000000000,946.200000000000045,0.681800000000000,0.000000000000000,0.531500000000000,0.620100000000000,45.648099999999999,102.238000000000000,149.245000000000005,86.249200000000002,-1
70,71,72,0.235000001000000, ,305202,18.300000000000001,161.000000000000000,305202,Snug Rivulet at U/S Snug Tiers Rd Bridge,TAS,HQSRS,18.300000000000001,-43.070799999999998,147.236739999999998,161.000000000000000,305202,126,126.000000000000000,5202,0.235000001149000,0.002018749971020,305202, U/S Snug Tiers Rd Bridge,Snug Rivulet,TAS, ,0,0,0,0,0,5202,1965-08-24,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
71,72,73,1.540000000000000, ,606001,473.699999999999989,245.000000000000000,606001,Deep River at Teds Pool,WA,HQSRS,473.699999999999989,-34.765000000000001,116.617547500000001,245.000000000000000,606001,202,202.000000000000000,606001,1.540000001600000,0.046556249992900,606001, Teds Pool,Deep River,WA, ,0,0,0,0,0,606001,1975-05-15,-34.766800000000003,116.615799999999993,-34.612900000000003,116.606700000000004,102.084000000000003,317.970000000000027,180.596000000000004,12.604500000000000,1.436100000000000,918.611499999999978,1300.659200000000055,1.415900000000000,0.000000000000000,0.000000000000000,0.728800000000000,23.278400000000001,57.405099999999997,160.239000000000004,80.217699999999994,1
72,73,74,1.220000002000000, ,606185,378.800000000000011,247.000000000000000,606185,Shannon River at Dog Pool,WA,HQSRS,378.800000000000011,-34.764800000000001,116.377295700000005,247.000000000000000,606185,204,204.000000000000000,606185,1.220000002600000,0.037231249972100,606185, Dog Pool,Shannon River,WA, ,0,0,0,0,0,606185,1964-01-01,-34.766700000000000,116.375399999999999,-34.611699999999999,116.394900000000007,37.774799999999999,303.571000000000026,160.171999999999997,7.602200000000000,1.424400000000000,989.390200000000050,1287.142900000000054,1.300900000000000,0.007300000000000,0.013900000000000,0.765500000000000,23.408100000000001,64.090999999999994,164.955999999999989,65.930599999999998,-1
73,74,75,0.665000001000000, ,607155,115.700000000000003,248.000000000000000,607155,Dombakup Brook at Malimup Track,WA,HQSRS,115.700000000000003,-34.578800000000001,115.972278399999993,248.000000000000000,607155,205,205.000000000000000,607155,0.665000002448000,0.011368749990800,607155, Malimup Track,Dombakup Brook,WA, ,0,0,0,0,0,607155,1961-05-09,-34.578699999999998,115.972300000000004,-34.585799999999999,116.055300000000003,19.892199999999999,160.252000000000010,86.501499999999993,5.965400000000000,1.479100000000000,1129.315100000000029,1287.890900000000101,1.140400000000000,0.000000000000000,0.475400000000000,0.744500000000000,24.327900000000000,69.793099999999995,166.070999999999998,70.492099999999994,-1
74,75,76,0.635003659000000, ,312061,100.799999999999997,150.000000000000000,312061,Hellyer River at Guilford Junction,TAS,HQSRS,100.799999999999997,-41.418799999999997,145.670440000000013,150.000000000000000,312061,117,117.000000000000000,61,0.635003653396000,0.010868771709500,312061, Guilford Junction,Hellyer River,TAS, ,0,0,0,0,0,312061,1922-01-25,-41.418300000000002,145.675000000000011,-41.467100000000002,145.653199999999998,556.024999999999977,989.581000000000017,647.660999999999945,23.206600000000002,2.017800000000000,2046.284699999999930,965.389199999999960,0.471800000000000,0.000000000000000,0.000000000000000,0.602400000000000,40.000000000000000,170.000000000000000,250.000000000000000,82.500000000000000,0
75,76,77,0.564999997000000, ,614044,80.000000000000000,253.000000000000000,614044,Yarragil Brook at Yarragil Formation,WA,HQSRS,80.000000000000000,-32.811999999999998,116.154503500000004,253.000000000000000,614044,210,210.000000000000000,614044,0.565000001748000,0.007706249974150,614044, Yarragil Formation,Yarragil Brook,WA, ,0,0,0,0,0,614044,1951-08-22,-32.811399999999999,116.155100000000004,-32.823300000000003,116.228700000000003,174.582999999999998,369.141000000000020,288.064000000000021,9.718800000000000,2.385000000000000,904.114199999999983,1489.324499999999944,1.647300000000000,0.000000000000000,0.000000000000000,0.683200000000000,22.030899999999999,62.460200000000000,193.741999999999990,56.554299999999998,-1
76,77,78,1.470000004000000, ,616065,536.899999999999977,256.000000000000000,616065,Canning River at Glen Eagle,WA,HQSRS,536.899999999999977,-32.227800000000002,116.172163999999995,256.000000000000000,616065,213,213.000000000000000,616065,1.470000003900000,0.051431250029600,616065, Glen Eagle,Canning River,WA, ,0,0,0,0,0,616065,1953-01-01,-32.229900000000001,116.171400000000006,-32.351500000000001,116.340199999999996,217.028999999999996,570.091000000000008,326.036999999999978,14.292400000000001,2.392900000000000,831.186699999999973,1527.607400000000098,1.837900000000000,0.000000000000000,0.000000000000000,0.692700000000000,22.529499999999999,57.657200000000003,202.926999999999992,62.335799999999999,-1
77,78,79,1.445000000000000, ,809310,550.700000000000045,259.000000000000000,809310,Ord River at Bedford Downs,WA,HQSRS,550.700000000000045,-17.425500000000000,127.600470799999997,259.000000000000000,809310,216,216.000000000000000,809310,1.445000003950000,0.046831249988600,809310, Bedford Downs,Ord River,WA, ,0,0,0,0,0,809310,1967-12-11,-17.427499999999998,127.602500000000006,-17.421600000000002,127.441299999999998,439.298999999999978,923.993000000000052,536.366999999999962,29.601700000000001,2.097700000000000,716.102200000000039,1872.516200000000026,2.614900000000000,0.000000000000000,0.000000000000000,0.104500000000000,33.393799999999999,88.203800000000001,135.895999999999987,68.022499999999994,1
78,79,80,7.929999996000000,"2 overlapping catchments, 1 subcatchment of 912101A . Need to remove overlapping areas for CC Forest cover analysis. Need to add upper catchemnts no stream flow catchments",912101A,12651.700000000000728,120.000000000000000,912101A,Gregory River at Gregory Downs,QLD,HQSRS,12651.700000000000728,-18.642900000000001,139.252100000000013,120.000000000000000,912101A,97,97.000000000000000,912101A,7.930000006090000,1.087518749910000,912101, Gregory Downs,Gregory River,QLD, ,0,0,0,0,0,912101A,1969-12-11,-18.642900000000001,139.252100000000013,-19.309600000000000,138.554800000000000,68.061300000000003,431.723999999999990,234.683999999999997,10.989699999999999,0.854300000000000,506.880600000000015,1759.681000000000040,3.471600000000000,0.010900000000000,0.000900000000000,0.079800000000000,28.422100000000000,109.000000000000000,79.927999999999997,25.306400000000000,0
