OBJECTID_12,OBJECTID,NameMatch,AreaDiff,MatchCount,ArtfclStrm,NearJunc,Version,Override,IN_FID,NEAR_DIST,NEAR_ANGLE,station_no,station_name,area,HydroID,Name,UpstrDArea,QACode,OBJECTID_1,HydroID_1,AHGFFType,NetNodeID,NCB_ID,SegmentNo,StreamName,HasSegment,ExtrnlBasn,NextDownID,SrcFCName,SrcFType,SrcType,SourceID,FeatRel,FSource,AttrRel,AttrSource,PlanAcc,Symbol,TextNote,AlbersArea,OBJECTID_2,SEGMENTNO_1,STRELEMEAN,STRELEMIN,STRELEMAX,SUBELEMEAN,SUBELEMAX,CATELEMAX,CATELEMEAN,SUBAREA,CONFINEMENT,CATAREA,STRAHLER,UPSDIST,VALLEYSLOPE,DOWNMAXSLP,DOWNAVGSLP,D2OUTLET,ELONGRATIO,CATSTORAGE,ASPECT,CATRELIEF,RELIEFRATIO,CATSLOPE,SUBSLOPE,SUBSLOPE_GT_10,SUBSLOPE_GT_30,OBJECTID_3,SEGMENTNO_2,STRDENSITY,NO_WATERHOLES,KM_WATERHOLES,NO_SPRINGS,KM_SPRINGS,A_LAKES,KM_LAKES,A_WCOURSE,KM_WCOURSE,LAKES,SPRINGS,WATCRSAREA,WATERHOLES,WATERYNESS,RCHLEN,OBJECTID_4,SEGMENTNO_3,STRPOPMAX,SUBPOPMAX,CATPOPMAX,STRPOPMEAN,SUBPOPMEAN,CATPOPMEAN,STRPOP_GT_1,SUBPOP_GT_1,CATPOP_GT_1,STRPOP_GT_10,SUBPOP_GT_10,CATPOP_GT_10,STR_MOD,SUB_MOD,CAT_MOD,STR_IRR,SUB_IRR,CAT_IRR,STR_AQU,SUB_AQU,CAT_AQU,STR_INTAN,SUB_INTAN,CAT_INTAN,STR_INTPL,SUB_INTPL,CAT_INTPL,STR_PEST,SUB_PEST,CAT_PEST,STR_FERT,SUB_FERT,CAT_FERT,STR_FORSTRY,SUB_FORSTRY,CAT_FORSTRY,STR_MINING,SUB_MINING,CAT_MINING,STR_URBAN,SUB_URBAN,CAT_URBAN,STR_DRAINAGE,SUB_DRAINAGE,CAT_DRAINAGE,STR_ARTIMP,SUB_ARTIMP,CAT_ARTIMP,STR_ROAD,SUB_ROAD,CAT_ROAD,OBJECTID_5,SEGMENTNO_4,STRGRASSES_NAT,CATGRASSES_NAT,STRFORESTS_NAT,CATFORESTS_NAT,STRSHRUBS_NAT,CATSHRUBS_NAT,STRWOODLANDS_NAT,CATWOODLANDS_NAT,STRBARE_NAT,CATBARE_NAT,STRGRASSES_EXT,CATGRASSES_EXT,STRFORESTS_EXT,CATFORESTS_EXT,STRSHRUBS_EXT,CATSHRUBS_EXT,STRWOODLANDS_EXT,CATWOODLANDS_EXT,STRBARE_EXT,CATBARE_EXT,STRNODATA_NAT,CATNODATA_NAT,STRNODATA_EXT,CATNODATA_EXT,OBJECTID_6,SEGMENTNO_5,STR_CLAYA,STR_CLAYB,STR_SANDA,STR_UNCONSOLDTED,CAT_UNCONSOLDTED,STR_IGNEOUS,CAT_IGNEOUS,STR_SILICSED,CAT_SILICSED,STR_CARBNATESED,CAT_CARBNATESED,STR_OTHERSED,CAT_OTHERSED,STR_METAMORPH,CAT_METAMORPH,STR_SEDVOLC,CAT_SEDVOLC,STR_OLDROCK,CAT_OLDROCK,CAT_A_KSAT,STR_A_KSAT,CAT_SOLPAWHC,OBJECTID_7,NCB_ID_1,Basin,BasinName,NCB_Code,PfafNo,Level1,Division,Level2,Level2Name,PfafL3,PfafL4,PfafL5,PfafL6,PfafL7,PfafL8,PfafL9,PfafL10,PfafL11,PfafL12,PfafL13,PfafL14,PfafL15,BasinLevel,LastPfaf,BasinPfaf,BasinD8,AWRCBNum,AWRCRNum,AWRCDNum,AWRCBName,AWRCRName,AWRCDName,AnaBrLevel,MainStemUp,AnaBrDown,SegNoLink
160,76,3,,3,,,2.1.1,,76,0.000000000000000,0.000000000000000,136208A,Boonara Creek at Ettiewyn,1399.000000000000000,2144840,BOONARA CREEK,1408327718.133160114288330,1,576420,7858042,21,1281650,97899,97899,BOONARA CREEK,2,1,7857931,NCBs, ,,97899,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,8951240.066751312464476,97899,97899,155.3035126,152.8912964,157.3925629,220.9478607,438.0358887,638.9322510,299.5849915,8.9684973,95.0000000,1410.9686279,5.0000000,81.3923645,0.0986382,0.4644811,0.0600959,253.0571289,0.5207509,1.9704849,339.0114746,0.3018135,0.0059716,3.8542492,4.9314761,38.7596893,0.0000000,97899,97899,0.6864980,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5634122,97899,97899,0.2893879,0.2893879,188.6950073,0.2893879,0.2893879,1.1248430,0.0000000,0.0000000,0.3031720,0.0000000,0.0000000,0.0019686,100.0000000,100.0000000,91.1365051,0.0000000,0.0000000,2.8341708,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.0606790,0.0000000,0.0000000,0.0000000,12.5000000,8.5755816,11.4456377,12.5000000,8.5755816,10.3483458,0.0000000,0.0000000,1.0972919,0.0000000,0.0000000,0.0175076,0.0000000,0.0000000,0.0746513,0.0000000,0.0000000,0.0000000,0.0000000,0.5813953,0.1104499,0.0000000,0.0000000,0.0000000,97899,97899,0.0000000,0.0000000,96.8750000,64.6084213,0.0000000,0.0000000,3.1250000,35.3916931,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,16.5191002,0.0000000,0.0000000,0.0000000,11.6839724,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,97899,97899,39.5781250,62.0000000,38.4062500,86.7187500,16.9637890,13.2812500,56.1127129,0.0000000,4.8461914,0.0000000,0.0000000,0.0000000,1.5530022,0.0000000,0.0510593,0.0000000,20.3773384,0.0000000,0.0000000,105.7774429,30.0000000,92.0213852,97894,97899,62779,BURNETT RIVER,5-168-8241711111111,8241711111111.000000000000000,5,North East Coast,168,BURNETT RIVER,8,2,4,1,7,1,1,1,1,1,1,1,1,3,12,241711111111111,63167,36,H,I,BURNETT RIVER,BURNETT,NORTH-EAST COAST,0,0,0,97899
161,79,3,,3,,,2.1.1,,79,0.000000000000000,0.000000000000000,138004B,Munna Creek at Marodian,1190.000000000000000,2144079,MUNNA CREEK,1194492265.228460073471069,1,576931,7858553,21,1297713,98410,98410,MUNNA CREEK,2,1,7858586,NCBs, ,,98410,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,3191615.981129417195916,98410,98410,33.9884872,33.3055801,34.6370964,75.8798599,214.8025055,727.2301636,187.2258606,3.1977627,100.0000000,1192.9576416,5.0000000,97.9977112,0.0510636,0.1426101,0.0235108,144.2377167,0.3976964,9.1647148,166.3002167,0.2218112,0.0070810,3.8210986,4.8013482,34.7826080,0.0000000,98410,98410,0.9410785,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2.6075659,98410,98410,0.4945049,0.4945049,0.7702439,0.4343192,0.4334470,0.3429304,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,80.4687500,95.3804398,81.5717392,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0967617,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.8636861,0.0000000,0.0000000,0.1847384,0.0000000,0.0000000,5.6789489,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0303009,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0255434,0.0000000,0.0000000,0.0000000,98410,98410,0.0000000,0.0000000,100.0000000,93.7444763,0.0000000,0.3255760,0.0000000,5.9299412,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,43.6226425,0.0000000,0.3255760,0.0000000,0.9158534,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,98410,98410,15.9375000,51.6875000,72.1875000,86.7187500,2.0202165,0.0000000,34.1760521,13.2812500,30.8096676,0.0000000,4.0353966,0.0000000,1.0921972,0.0000000,0.0000000,0.0000000,27.8662910,0.0000000,0.0000000,94.7632370,30.0000000,95.9983673,98405,98410,63595,MARY RIVER,5-173-4433311111111,4433311111111.000000000000000,5,North East Coast,173,MARY RIVER (QLD),4,4,3,3,3,1,1,1,1,1,1,1,1,3,10,433311111111111,63983,38,I,I,MARY RIVER (QLD),MARY,NORTH-EAST COAST,0,0,0,98410
162,81,0,,1,,,2.1.1,,81,0.000000000000000,0.000000000000000,138010A,Wide Bay Creek at Kilkivan,352.800000000000011,2160873, ,353981999.000841975212097,3,579114,7860736,21,1293695,100593,100593, ,2,1,7860672,NCBs, ,,100593,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,3117471.927115341182798,100593,100593,115.0073318,113.9573059,115.9798355,132.7841797,200.8003693,702.7022095,290.9729309,3.1233609,81.0000000,354.6091614,4.0000000,37.3987579,0.1087821,0.6159154,0.0603391,188.6806335,0.5681629,1.5065638,10.8443604,0.3006661,0.0157424,5.0171084,1.8869945,0.0000000,0.0000000,100593,100593,0.7099116,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.8592505,100593,100593,0.3331989,170.7573242,170.7573242,0.3331989,4.1285768,0.6200613,0.0000000,2.2222223,0.1194876,0.0000000,2.2222223,0.0001956,87.5000000,96.9444427,90.3397522,63.7500000,32.7777786,5.0414815,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5561427,0.0000000,0.0000000,0.0000000,63.7500000,32.7777786,8.2050409,63.7500000,32.7777786,5.5976233,0.0000000,0.0000000,2.6074185,0.0000000,0.0000000,0.5363944,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.2500000,2.6388888,0.0476843,0.0000000,0.0000000,0.0000000,100593,100593,0.0000000,0.0000000,100.0000000,99.2083740,0.0000000,0.0000000,0.0000000,0.7916201,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,24.0601616,0.0000000,0.0000000,0.0000000,0.7916201,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,100593,100593,39.0000000,62.0000000,29.0000000,92.5000000,12.6341496,0.0000000,62.3023148,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,10.9615374,7.5000005,14.1020412,0.0000000,0.0000000,100.0000000,100.0000000,80.4566345,100588,100593,63595,MARY RIVER,5-173-4659111111111,4659111111111.000000000000000,5,North East Coast,173,MARY RIVER (QLD),4,6,5,9,1,1,1,1,1,1,1,1,1,3,10,659111111111111,63983,38,I,I,MARY RIVER (QLD),MARY,NORTH-EAST COAST,0,0,0,100593
163,80,3,,3,,,2.1.1,,80,0.000000000000000,0.000000000000000,138009A,Tinana Creek at Tagigan Road,101.799999999999997,2160607,TINANA CREEK,102265196.245830997824669,1,579157,7860779,21,1308327,100636,100636,TINANA CREEK,2,1,7860637,NCBs, ,,100636,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,1247001.533947589574382,100636,100636,71.5758820,70.3771210,72.7160263,75.4309998,87.7228851,381.1811829,148.3703918,1.2493567,61.0000000,102.4224548,3.0000000,24.7797832,0.1232107,0.3632294,0.0527656,130.1079865,0.4608453,2.9123788,39.5426292,0.2509403,0.0125426,5.0234113,1.2029220,0.0000000,0.0000000,100636,100636,0.8243865,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.8983002,100636,100636,10.3220434,10.3220434,11.1569777,7.5767851,7.3970594,7.2874918,100.0000000,100.0000000,1.0000000,55.5555573,50.0000000,0.4287166,80.5555573,86.4583282,63.1571960,0.0000000,0.0000000,3.3235459,0.0000000,0.0000000,0.0000000,0.0000000,14.5833330,6.0151944,0.0000000,0.0000000,7.0403519,29.8611107,48.2638893,20.7979240,29.8611107,48.2638893,20.6583214,0.0000000,0.0000000,0.1396028,0.0000000,0.0000000,0.0000000,2.0833335,1.3888890,0.0931739,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,100636,100636,0.0000000,0.0000000,100.0000000,100.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,31.6293087,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,100636,100636,24.3333340,36.5000000,53.4444466,81.9444427,4.4044209,0.0000000,7.4142284,3.4722223,5.0282817,0.0000000,0.0000000,0.0000000,0.0000000,14.5833330,83.1530304,0.0000000,0.0000000,0.0000000,0.0000000,120.5892334,100.0000000,81.7074127,100631,100636,63595,MARY RIVER,5-173-4287111111111,4287111111111.000000000000000,5,North East Coast,173,MARY RIVER (QLD),4,2,8,7,1,1,1,1,1,1,1,1,1,3,10,287111111111111,63983,38,I,I,MARY RIVER (QLD),MARY,NORTH-EAST COAST,0,0,0,100636
164,74,3,,3,,,2.1.1,,74,0.000000000000000,0.000000000000000,136202D,Barambah Creek at Litzows,646.600000000000023,2182238,BARAMBAH CREEK,668328071.504420995712280,1,581252,7862874,21,1285563,102731,102731,BARAMBAH CREEK,2,1,7863088,NCBs, ,,102731,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,22335096.890083115547895,102731,102731,293.6203918,287.5850220,305.9035645,308.7026062,359.8381348,732.7839355,438.6790466,22.3763618,72.0000000,669.5194702,4.0000000,83.1289520,0.1188691,0.4644811,0.0818108,348.8502502,0.3512242,2.4874706,313.2153931,0.3393854,0.0053555,3.9172182,1.2849147,0.0000000,0.0000000,102731,102731,0.7232212,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,15.4107113,102731,102731,1.7521453,1.7521453,3.0617394,1.7521453,1.7521453,0.3852941,100.0000000,100.0000000,0.0629233,0.0000000,0.0000000,0.0000000,100.0000000,100.0000000,90.3700867,51.1424713,27.1478329,0.9681628,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4643963,0.0155206,62.2311821,30.9984531,17.3358574,62.2311821,30.9984531,1.6700053,0.0000000,0.0000000,15.6658564,0.6720430,0.5804954,0.0194020,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0452436,0.0000000,0.0000000,0.0000000,102731,102731,0.0000000,0.0000000,100.0000000,97.2637558,0.0000000,0.0000000,0.0000000,2.7362552,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,18.4085293,0.0000000,0.0000000,0.0000000,2.2349656,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,102731,102731,37.2016144,61.3010750,40.1451607,66.5994644,4.0994062,2.4193547,82.9878311,2.0833335,0.6123434,0.0000000,0.0000000,28.8978481,0.9532746,0.0000000,9.8246527,0.0000000,1.5225077,0.0000000,0.0000000,71.1074905,30.0000000,69.7923050,102726,102731,62779,BURNETT RIVER,5-168-8261311111111,8261311111111.000000000000000,5,North East Coast,168,BURNETT RIVER,8,2,6,1,3,1,1,1,1,1,1,1,1,3,12,261311111111111,63167,36,H,I,BURNETT RIVER,BURNETT,NORTH-EAST COAST,0,0,0,102731
165,82,3,,1,,,2.1.1,,82,0.000000000000000,0.000000000000000,138113A,Kandanga Creek at Hygait,171.300000000000011,2192075,KANDANGA CREEK,179316554.564828008413315,1,582086,7863708,21,1304897,103565,103565,KANDANGA CREEK,2,1,7863608,NCBs, ,,103565,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,17342864.316899627447128,103565,103565,85.6533127,78.8557816,91.2858582,133.2650909,365.6709900,678.1188965,299.0943604,17.3746624,100.0000000,179.6093140,3.0000000,45.6790085,0.1769208,0.6213968,0.0358184,219.9865723,0.3310570,0.1155584,70.4984283,0.3675157,0.0131190,7.5125546,4.0729880,20.7171307,0.0000000,103565,103565,0.7769684,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,7.0257969,103565,103565,3.0617394,3.0617394,3.0617394,1.5075451,2.2662482,1.7987175,100.0000000,100.0000000,0.9949913,0.0000000,0.0000000,0.0000000,81.5476151,94.2480087,70.6223297,21.7261906,5.5029879,1.1476638,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4311087,0.0000000,5.1045818,0.9923370,23.8095245,14.2430277,28.2760105,23.8095245,11.0308762,2.7998769,0.0000000,3.2121513,25.4761372,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.8964144,0.0867161,0.0000000,0.0000000,0.0000000,103565,103565,0.0000000,0.0000000,100.0000000,82.2991180,0.0000000,0.0000000,0.0000000,17.7008018,0.0000000,0.0000000,0.0000000,0.0000000,1.1904762,48.5160217,0.0000000,0.0000000,0.0000000,7.7336969,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,103565,103565,27.1428566,-99.0000000,44.7261925,91.6666718,4.0775170,0.0000000,20.9938602,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,20.5854378,8.3333340,54.3430443,0.0000000,0.0000000,147.4205322,157.1428528,99.7204742,103560,103565,63595,MARY RIVER,5-173-4783111111111,4783111111111.000000000000000,5,North East Coast,173,MARY RIVER (QLD),4,7,8,3,1,1,1,1,1,1,1,1,1,3,10,783111111111111,63983,38,I,I,MARY RIVER (QLD),MARY,NORTH-EAST COAST,0,0,0,103565
166,61,0,,2,,,2.1.1,,61,0.000000000000000,0.000000000000000,112002A,Fisher Creek at Nerada,16.199999999999999,1561965, ,17034138.502243399620056,3,582982,7865551,21,1047837,233200,233200, ,2,1,7865554,NCBs, ,,233200,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,2129602.806893466971815,233200,233200,65.7534866,61.4145927,69.1997223,76.7729034,106.7941589,338.3979187,172.8588867,2.1365526,100.0000000,17.0528011,2.0000000,15.2351446,0.3160346,2.9661353,0.2202151,30.1085262,0.3058485,0.0000000,43.9342842,0.4023502,0.0181806,4.0566926,2.3577278,0.0000000,0.0000000,233200,233200,1.0342683,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2.4633961,233200,233200,5.9034429,5.9034429,5.9034429,4.5102830,3.7176232,1.5434246,100.0000000,100.0000000,1.0000000,0.0000000,0.0000000,0.0000000,75.8928604,87.5000000,77.2540741,37.5000000,28.0172405,6.7904210,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,37.5000000,28.0172405,9.4087286,75.8928604,87.5000000,20.1824322,75.8928604,87.5000000,20.1554337,0.0000000,0.0000000,0.0269997,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,233200,233200,0.0000000,0.0000000,100.0000000,100.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.5714288,5.6695013,0.0000000,0.0000000,0.0000000,1.2957487,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,233200,233200,39.0000000,42.0000000,29.0000000,0.0000000,0.0000000,100.0000000,95.3830185,0.0000000,4.6169806,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,300.0000000,300.0000000,221.3650055,233195,233200,51984,JOHNSTONE RIVER,5-31-2344111111111,2344111111111.000000000000000,5,North East Coast,31,JOHNSTONE RIVER,2,3,4,4,1,1,1,1,1,1,1,1,1,3,10,344111111111111,52372,12,B,I,JOHNSTONE RIVER,BARRON,NORTH-EAST COAST,0,0,0,233200
167,66,0,,1,,,2.1.1,,66,0.000000000000000,0.000000000000000,116011A,Millstream River at Ravenshoe,90.099999999999994,1563259,THE MILLSTREAM,91288021.037585601210594,3,583299,7866252,21,1031748,234655,234655,THE MILLSTREAM,2,1,7866275,NCBs, ,,234655,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,6314187.790334946475923,234655,234655,887.3155518,859.8223877,900.2278442,928.9636230,1031.6662598,1248.2520752,1023.4805298,6.3347607,100.0000000,91.5492020,3.0000000,23.8996811,0.9000794,3.3875844,0.2628776,326.9806824,0.4517418,0.8854076,154.8834229,0.4213327,0.0162525,4.4449630,5.4405055,38.3720932,0.0000000,234655,234655,0.9886869,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.4894109,234655,234655,328.2425537,328.2425537,328.2425537,25.1477470,27.3521137,4.4044151,100.0000000,100.0000000,1.0000000,7.1428576,8.1395350,0.0056338,90.6250000,79.1424408,78.5886536,0.0000000,0.0000000,5.2170873,0.0000000,0.0000000,0.1810485,0.0000000,0.0000000,13.9198456,0.0000000,0.0000000,0.4829659,64.2857132,65.8430252,52.5883675,5.3571429,2.3982558,20.2685871,58.9285736,63.4447708,32.3197861,0.4464286,3.8517442,0.4777427,5.3571429,2.6889534,0.2262947,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1509162,2.6785715,0.4360465,0.0150849,234655,234655,0.0000000,0.1609236,53.5714264,81.5906448,0.0000000,0.0000000,46.4285698,18.2484322,0.0000000,0.0000000,0.0000000,0.0000000,53.5714264,36.6759796,0.0000000,0.0000000,26.7857132,15.0397120,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,234655,234655,7.0000000,7.0000000,86.0000000,0.0000000,30.6604385,100.0000000,69.3395767,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,184.8289795,100.0000000,179.4579468,234650,234655,52071,HERBERT RIVER,5-62-2929311111111,2929311111111.000000000000000,5,North East Coast,62,HERBERT RIVER,2,9,2,9,3,1,1,1,1,1,1,1,1,3,11,929311111111111,52459,16,B,I,HERBERT RIVER,BARRON,NORTH-EAST COAST,0,0,0,234655
168,69,3,,5,,,2.1.1,,69,0.000000000000000,0.000000000000000,116014A,Wild River at Silver Valley,587.600000000000023,1565767,WILD RIVER,588965495.324094057083130,1,583389,7866473,21,1014770,235099,235099,WILD RIVER,2,1,7866523,NCBs, ,,235099,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,1468163.648686440661550,235099,235099,637.3687744,636.3535156,638.2402344,650.1920776,676.9439697,1234.4537354,891.5519409,1.4729338,75.0000000,590.8564453,5.0000000,56.1756325,0.1565870,2.9109018,0.2147470,297.5299988,0.4882565,1.0727272,211.8153076,0.4266817,0.0106470,5.6011410,1.5413595,0.0000000,0.0000000,235099,235099,0.9969575,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,16.6666660,0.0000000,16.6666660,1.2049036,235099,235099,1.2054008,1.2054008,208.0981293,0.9386805,1.0453686,3.2100744,66.6666718,80.0000000,0.5080147,0.0000000,0.0000000,0.0613734,100.0000000,100.0000000,87.1633682,0.0000000,0.0000000,4.1278982,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0077997,0.0000000,0.0000000,0.3267019,0.0000000,0.0000000,25.1962757,0.0000000,0.0000000,5.7151384,0.0000000,0.0000000,19.4811401,0.0000000,0.0000000,0.1045209,0.0000000,0.0000000,0.5070525,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1559394,0.0000000,0.0000000,0.0000000,235099,235099,0.0000000,0.4023500,0.0000000,16.0542583,0.0000000,1.1039603,100.0000000,82.4393311,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,14.5105543,0.0000000,1.1039603,100.0000000,75.6907501,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0062385,235099,235099,44.7500000,47.0000000,27.2500000,30.2083340,10.8280134,69.7916718,75.9111938,0.0000000,12.1322794,0.0000000,0.0000000,0.0000000,1.1284666,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,149.3432312,200.0000000,137.4719696,235094,235099,52071,HERBERT RIVER,5-62-2933111111111,2933111111111.000000000000000,5,North East Coast,62,HERBERT RIVER,2,9,3,3,1,1,1,1,1,1,1,1,1,3,11,933111111111111,52459,16,B,I,HERBERT RIVER,BARRON,NORTH-EAST COAST,0,0,0,235099
169,68,0,,6,,,2.1.1,,68,0.000000000000000,0.000000000000000,116013A,Millstream river at Archer Creek,309.300000000000011,1567427,THE MILLSTREAM,316569395.022939980030060,3,583549,7866750,21,1023405,235657,235657,THE MILLSTREAM,2,1,7866779,NCBs, ,,235657,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,880804.523948372690938,235657,235657,636.5533447,635.5090942,637.4318848,653.4287720,683.9521484,1379.5704346,911.2263184,0.8836671,100.0000000,317.5632629,4.0000000,48.8621864,0.1357092,2.9109018,0.2113424,302.0181274,0.4115260,0.2552511,234.7190094,0.3705571,0.0152278,5.1450815,3.3337405,0.0000000,0.0000000,235657,235657,0.9740960,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,25.0000000,0.0000000,25.0000000,1.4168489,235657,235657,0.1093443,1.2054008,328.2425537,0.1093443,0.6573725,6.2602258,0.0000000,50.0000000,0.6795779,0.0000000,0.0000000,0.1261742,100.0000000,100.0000000,74.0606003,0.0000000,0.0000000,2.0838308,0.0000000,0.0000000,0.0521938,0.0000000,0.0000000,7.9360065,0.0000000,0.0000000,0.1522771,0.0000000,0.0000000,35.5757980,0.0000000,0.0000000,14.8171377,0.0000000,0.0000000,20.7586765,0.0000000,0.0000000,0.1536712,0.0000000,0.0000000,0.5015666,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0695948,0.0000000,0.0000000,0.0086976,235657,235657,0.0000000,0.5972399,0.0000000,58.6546707,0.0000000,0.0000000,100.0000000,40.7480850,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.8171921,0.0000000,0.0000000,100.0000000,39.8031158,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0115938,235657,235657,23.0000000,24.5000000,57.5000000,93.7500000,9.6520576,6.2500000,88.7099991,0.0000000,1.6379759,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,190.9428253,300.0000000,166.1303558,235652,235657,52071,HERBERT RIVER,5-62-2923511111111,2923511111111.000000000000000,5,North East Coast,62,HERBERT RIVER,2,9,2,3,5,1,1,1,1,1,1,1,1,3,11,923511111111111,52459,16,B,I,HERBERT RIVER,BARRON,NORTH-EAST COAST,0,0,0,235657
